F1,F2,F3,F4,F5,F6,F7,F8,Output
0.6736,0.3264,2,26,2,1,1,6,1133.01
0.7292,0.7917,0,27,0,1,0,7,126.53
0.6181,0.9375,0,27,2,1,0,7,220.1
0.2708,0.8993,1,27,2,1,0,7,345.03
0.7222,0.4306,1,27,2,1,1,7,398.32
0.4757,0.684,1,27,2,1,0,7,401.75
0.9931,0.5104,1,27,2,1,1,7,401.75
0.2708,0.5729,1,27,2,1,0,7,405.69
0.6181,0.9722,1,27,2,1,0,7,421.32
0.9931,0.5104,1,27,2,1,1,7,424.75
0.4757,0.7604,1,27,2,1,0,7,463.32
0.8438,0.4306,1,27,2,1,1,7,463.32
0.9931,0.4306,1,27,2,1,1,7,463.32
0.4236,0.7569,2,27,1,1,0,7,951.52
0.6181,0.8229,2,27,2,1,0,7,1072.91
0.4757,0.7604,2,27,2,1,0,7,1115.32
0.9931,0.4306,2,27,2,1,1,7,1115.32
0.7292,0.7917,0,28,0,1,0,1,151.53
0.2708,0.5556,1,28,2,1,0,1,398.32
0.3542,0.7604,1,28,2,1,0,1,398.32
0.4757,0.7604,1,28,2,1,0,1,398.32
0.9931,0.4306,1,28,2,1,1,1,398.32
0.2708,0.5104,1,28,2,1,0,1,401.75
0.4757,0.816,1,28,2,1,0,1,401.75
0.4757,0.7604,1,28,2,1,0,1,421.32
0.4757,0.8993,1,28,2,1,0,1,573.03
0.4757,0.5938,1,28,2,1,0,1,574.35
0.4236,0.5868,2,28,1,1,0,1,951.52
0.7292,0.9722,2,28,2,1,0,1,971.45
0.5486,0.8229,2,28,2,1,0,1,1072.91
0.9931,0.3576,2,28,2,1,1,1,1072.91
0.2708,0.5556,2,28,2,1,0,1,1115.32
0.3542,0.7604,2,28,2,1,0,1,1115.32
0.4757,0.7604,2,28,2,1,0,1,1115.32
0.9931,0.4306,2,28,2,1,1,1,1115.32
0.7292,0.7917,0,29,0,1,0,2,151.53
0.6181,0.9375,0,29,2,1,0,2,220.1
0.3507,0.8993,1,29,2,1,0,2,345.03
0.3507,0.4479,1,29,2,1,0,2,346.35
0.2708,0.5556,1,29,2,1,0,2,398.32
0.3125,0.7604,1,29,2,1,0,2,398.32
0.3507,0.7604,1,29,2,1,0,2,398.32
0.7222,0.4306,1,29,2,1,1,2,398.32
0.7674,0.4306,1,29,2,1,1,2,398.32
0.8507,0.4306,1,29,2,1,1,2,398.32
0.9931,0.4306,1,29,2,1,1,2,398.32
0.2708,0.5104,1,29,2,1,0,2,401.75
0.4583,0.816,1,29,2,1,0,2,401.75
0.8507,0.5104,1,29,2,1,1,2,401.75
0.9931,0.5104,1,29,2,1,1,2,401.75
0.6181,0.3264,1,29,2,1,1,2,416.01
0.6736,0.3264,1,29,2,1,1,2,416.01
0.9931,0.5104,1,29,2,1,1,2,424.75
0.2708,0.7361,1,29,2,1,0,2,428.69
0.4583,0.7604,1,29,2,1,0,2,463.32
0.4236,0.5868,2,29,1,1,0,2,951.52
0.2708,0.5556,2,29,2,1,0,2,1115.32
0.3507,0.7604,2,29,2,1,0,2,1115.32
0.4583,0.7604,2,29,2,1,0,2,1115.32
0.9931,0.4306,2,29,2,1,1,2,1115.32
0.6736,0.3264,2,29,2,1,1,2,1133.01
0.7292,0.7917,0,30,0,1,0,3,151.53
0.2708,0.5556,1,30,2,1,0,3,398.32
0.3125,0.7604,1,30,2,1,0,3,398.32
0.3576,0.7604,1,30,2,1,0,3,398.32
0.8507,0.4306,1,30,2,1,1,3,398.32
0.9931,0.4306,1,30,2,1,1,3,398.32
0.2708,0.5104,1,30,2,1,0,3,401.75
0.2708,0.5556,1,30,2,1,0,3,421.32
0.4757,0.7604,1,30,2,1,0,3,463.32
0.3125,0.8993,1,30,2,1,0,3,573.03
0.2708,0.7604,1,30,2,1,0,3,796.32
0.4236,0.5868,21,30,1,1,0,3,951.52
0.9931,0.3576,2,30,2,1,1,3,1072.91
0.2708,0.5556,2,30,2,1,0,3,1115.32
0.3576,0.7604,2,30,2,1,0,3,1115.32
0.4757,0.7604,2,30,2,1,0,3,1115.32
0.7292,0.7917,0,31,0,1,0,4,151.53
0.3125,0.7604,1,31,2,1,0,4,398.32
0.3854,0.7604,1,31,2,1,0,4,398.32
0.7674,0.4306,1,31,2,1,1,4,398.32
0.8507,0.4306,1,31,2,1,1,4,398.32
0.9931,0.4306,1,31,2,1,1,4,398.32
0.2708,0.5104,1,31,2,1,0,4,401.75
0.3854,0.816,1,31,2,1,0,4,401.75
0.9931,0.5104,1,31,2,1,1,4,401.75
0.5243,0.3264,1,31,2,1,1,4,416.01
0.6181,0.3264,1,31,2,1,1,4,416.01
0.3125,0.7604,1,31,2,1,0,4,421.32
0.9931,0.5104,1,31,2,1,1,4,424.75
0.2708,0.5556,1,31,2,1,0,4,463.32
0.7222,0.4306,1,31,2,1,1,4,463.32
0.2708,0.5729,1,31,2,1,0,4,653.69
0.4236,0.5868,2,31,1,1,0,4,951.52
0.2708,0.5556,2,31,2,1,0,4,1115.32
0.3125,0.7604,2,31,2,1,0,4,1115.32
0.3854,0.7604,2,31,2,1,0,4,1115.32
0.9931,0.4306,2,31,2,1,1,4,1115.32
0.7292,0.7917,0,32,0,1,0,5,151.53
0.3125,0.7604,1,32,2,1,0,5,398.32
0.3403,0.7604,1,32,2,1,0,5,398.32
0.8125,0.4306,1,32,2,1,1,5,398.32
0.8507,0.4306,1,32,2,1,1,5,398.32
0.9931,0.4306,1,32,2,1,1,5,398.32
0.2708,0.5104,1,32,2,1,0,5,401.75
0.2708,0.5729,1,32,2,1,0,5,405.69
0.7222,0.5729,1,32,2,1,1,5,405.69
0.7674,0.5729,1,32,2,1,1,5,405.69
0.9931,0.5729,1,32,2,1,1,5,428.69
0.4757,0.7604,1,32,2,1,0,5,463.32
0.6181,0.9722,1,32,2,1,0,5,463.32
0.6181,0.9722,1,32,2,1,0,5,486.32
0.6181,0.9375,1,32,2,1,0,5,595.1
0.9931,0.5938,1,32,2,1,1,5,622.03
0.7222,0.5938,1,32,2,1,1,5,677.03
0.4757,0.8993,2,32,2,1,0,5,1123.03
0.7292,0.7917,0,33,0,1,0,6,102.53
0.7222,0.5556,1,33,2,1,1,6,398.32
0.8646,0.4306,1,33,2,1,1,6,398.32
0.9931,0.4306,1,33,2,1,1,6,398.32
0.3125,0.684,1,33,2,1,0,6,401.75
0.4757,0.684,1,33,2,1,0,6,401.75
0.2708,0.5729,1,33,2,1,0,6,405.69
0.6181,0.3264,1,33,2,1,1,6,416.01
0.6736,0.3264,1,33,2,1,1,6,416.01
0.4757,0.684,1,33,2,1,0,6,424.75
0.2708,0.5556,1,33,2,1,0,6,463.32
0.3125,0.7604,1,33,2,1,0,6,463.32
0.4757,0.7604,1,33,2,1,0,6,463.32
0.4757,0.7604,1,33,2,1,0,6,486.32
0.7292,0.8264,2,33,2,1,1,6,971.45
0.3438,0.6736,2,33,2,1,0,6,1068.17
0.2708,0.5556,2,33,2,1,0,6,1115.32
0.3125,0.7604,2,33,2,1,0,6,1115.32
0.4757,0.7604,2,33,2,1,0,6,1115.32
0.8646,0.4306,2,33,2,1,1,6,1115.32
0.9931,0.4306,2,33,2,1,1,6,1115.32
0.6736,0.3264,2,33,2,1,1,6,1133.01
0.3438,0.684,2,33,1,1,0,6,1257.86
0.0347,0.4896,2,33,2,1,0,6,1341.79
0.2708,0.5938,2,33,2,1,0,6,1352.01
0.3125,0.684,2,33,2,1,0,6,1508.75
0.4757,0.684,2,33,2,1,0,6,1508.75
0.2708,0.5729,2,33,2,1,0,6,1539.69
0.7292,0.7917,0,34,0,1,0,7,151.53
0.6181,0.9375,0,34,2,1,0,7,304.1
0.8646,0.5104,1,34,2,1,1,7,402.31
0.2708,0.5729,1,34,2,1,0,7,405.8
0.4757,0.7604,1,34,2,1,0,7,463.32
0.8056,0.4306,1,34,2,1,1,7,563.32
0.8438,0.4306,1,34,2,1,1,7,563.32
0.8646,0.4306,1,34,2,1,1,7,563.32
0.9931,0.4306,1,34,2,1,1,7,563.32
0.2708,0.684,1,34,2,1,0,7,567.31
0.4757,0.684,1,34,2,1,0,7,567.31
0.8646,0.5104,1,34,2,1,1,7,567.31
0.9931,0.5104,1,34,2,1,1,7,567.31
0.7222,0.5729,1,34,2,1,1,7,570.8
0.7639,0.5729,1,34,2,1,1,7,570.8
0.9931,0.5104,1,34,2,1,1,7,590.31
0.2708,0.7361,1,34,2,1,0,7,593.8
0.4236,0.7569,2,34,1,1,0,7,951.21
0.7292,0.9722,2,34,2,1,1,7,972.01
0.6181,0.8229,2,34,2,1,0,7,1072.91
0.7292,0.7917,0,35,0,1,0,1,178.53
0.6563,0.3264,1,35,2,1,1,1,481.01
0.6563,0.9722,1,35,2,1,0,1,563.32
0.7222,0.4306,1,35,2,1,1,1,563.32
0.7674,0.4306,1,35,2,1,1,1,563.32
0.8507,0.4306,1,35,2,1,1,1,563.32
0.9931,0.4306,1,35,2,1,1,1,563.32
0.2708,0.5104,1,35,2,1,0,1,567.31
0.9931,0.5104,1,35,2,1,1,1,590.31
0.3542,0.7604,1,35,2,1,0,1,646.32
0.7292,0.7917,0,36,0,1,0,2,126.53
0.3507,0.7604,1,36,2,1,0,2,398.32
0.4583,0.7604,1,36,2,1,0,2,398.32
0.7674,0.5556,1,36,2,1,1,2,398.32
0.8507,0.5556,1,36,2,1,1,2,398.32
0.2708,0.5104,1,36,2,1,0,2,402.31
0.8507,0.5104,1,36,2,1,1,2,402.31
0.9931,0.5104,1,36,2,1,1,2,402.31
0.6181,0.3264,1,36,2,1,1,2,416.01
0.4583,0.7604,1,36,2,1,0,2,421.32
0.9931,0.5556,1,36,2,1,1,2,463.32
0.9931,0.5104,1,36,2,1,1,2,567.31
0.3125,0.9236,1,36,2,1,0,2,570.8
0.2708,0.5556,1,36,2,1,0,2,623.32
0.4583,0.816,1,36,2,1,0,2,627.31
0.2708,0.8542,1,36,2,1,0,2,653.8
0.6181,0.8958,1,36,2,1,0,2,669.1
0.4236,0.9375,2,36,1,1,0,2,951.21
0.7292,0.9792,2,36,2,1,0,2,972.01
0.2708,1.0208,2,36,2,1,1,2,1115.32
0.4583,1.0625,2,36,2,1,1,2,1115.32
0.7292,1.1042,0,37,0,1,1,3,151.53
0.9931,1.1458,1,37,2,1,1,3,398.33
0.2708,1.1875,1,37,2,1,1,3,402.31
0.2708,1.2292,1,37,2,1,1,3,463.33
0.4757,1.2708,1,37,2,1,1,3,486.33
0.3576,1.3125,1,37,2,1,1,3,563.33
0.4757,1.3542,1,37,2,1,1,3,563.33
0.4236,1.3958,2,37,1,1,1,3,951.21
0.7292,1.4375,2,37,2,1,1,3,966.04
0.9931,1.4792,2,37,2,1,1,3,1072.91
0.3576,1.5208,2,37,2,1,0,3,1111.11
0.2708,1.5625,2,37,2,1,0,3,1115.33
0.4757,1.6042,2,37,2,1,0,3,1123.03
0.7292,1.6458,0,38,0,1,1,4,151.53
0.2708,1.6875,1,38,2,1,0,4,402.31
0.9931,1.7292,1,38,2,1,1,4,402.31
0.7674,1.7708,1,38,2,1,1,4,463.33
0.8507,1.8125,1,38,2,1,1,4,463.33
0.9931,1.8542,1,38,2,1,1,4,463.33
0.7222,1.8958,1,38,2,1,0,4,463.33
0.6181,1.9375,1,38,2,1,0,4,481.04
0.6181,1.9792,1,38,2,1,0,4,486.1
0.3854,2.0208,1,38,2,1,1,4,563.33
0.3125,2.0625,1,38,2,1,1,4,563.33
0.3854,2.1042,1,38,2,1,1,4,567.31
0.4236,2.1458,2,38,1,1,1,4,951.21
0.7292,2.1875,2,38,2,1,1,4,966.04
0.4236,2.2292,2,38,1,1,1,4,971.21
0.7292,2.2708,0,39,0,1,1,5,206.53
0.2708,2.3125,1,39,2,1,1,5,402.31
0.2708,2.3542,1,39,2,1,1,5,405.8
0.6181,2.3958,1,39,2,1,1,5,530.1
0.3403,2.4375,1,39,2,1,1,5,563.33
0.3125,2.4792,1,39,2,1,0,5,563.33
0.4757,2.5208,1,39,2,1,1,5,563.33
0.6181,2.5625,1,39,2,1,1,5,563.33
0.4236,2.6042,2,39,1,1,0,5,951.21
0.7292,2.6458,2,39,2,1,1,5,972.04
0.4236,2.6875,2,39,1,1,0,5,981.21
0.7292,0.8125,0,40,0,1,1,6,235.53
0.9931,2.7708,1,40,2,1,1,6,402.31
0.6736,2.8125,1,40,2,1,0,6,504.04
0.8646,2.8542,1,40,2,1,1,6,567.31
0.4757,2.8958,1,40,2,1,0,6,570.8
0.6181,2.9375,1,40,2,1,0,6,581.04
0.6736,2.9792,1,40,2,1,0,6,581.04
0.9931,3.0208,1,40,2,1,1,6,627.31
0.4236,3.0625,2,40,1,1,1,6,951.21
0.7292,3.1042,2,40,2,1,1,6,1071.21
0.9931,3.1458,2,40,2,1,1,6,1123.03
0.3438,3.1875,2,40,2,1,1,6,1156.73
0.3438,3.2292,2,40,1,1,1,6,1258.42
0.0347,3.2708,2,40,2,1,0,6,1341.8
0.6493,3.3125,2,40,1,1,1,6,1384.91
0.4236,3.3542,2,40,2,1,1,6,1452.59
0.9931,3.3958,2,40,2,1,1,6,1471.31
0.4757,3.4375,2,40,2,1,1,6,1577.8
0.7292,3.4792,0,41,0,0,1,7,235.53
0.2708,3.5208,1,41,2,0,0,7,402.31
0.8646,3.5625,1,41,2,0,1,7,402.31
0.9931,3.6042,1,41,2,0,1,7,402.31
0.7222,3.6458,1,41,2,0,1,7,405.8
0.7639,3.6875,1,41,2,0,1,7,405.8
0.8438,3.7292,1,41,2,0,1,7,566.33
0.8646,3.7708,1,41,2,0,1,7,677.03
0.3438,3.8125,1,41,2,0,0,7,773.33
0.4757,3.8542,1,41,2,0,0,7,773.33
0.3438,3.8958,2,41,2,0,0,7,1123.03
0.7292,3.9375,0,42,0,0,0,1,235.53
0.4757,3.9792,1,42,2,0,0,1,367.48
0.9931,4.0208,1,42,2,0,1,1,398.33
0.2708,4.0625,1,42,2,0,1,1,402.31
0.2708,4.1042,1,42,2,0,1,1,466.33
0.3542,4.1458,1,42,2,0,1,1,567.31
0.4757,4.1875,1,42,2,0,1,1,567.31
0.4757,4.2292,1,42,2,0,1,1,568.33
0.4757,4.2708,1,42,2,0,1,1,590.31
0.7292,4.3125,0,43,0,0,1,2,178.53
0.2708,4.3542,1,43,2,0,1,2,398.33
0.7222,4.3958,1,43,2,0,1,2,398.33
0.7674,4.4375,1,43,2,0,1,2,398.33
0.8507,4.4792,1,43,2,0,1,2,398.33
0.9931,4.5208,1,43,2,0,1,2,398.33
0.2708,4.5625,1,43,2,0,0,2,402.31
0.3507,4.6042,1,43,2,0,0,2,402.31
0.4583,4.6458,1,43,2,0,0,2,402.31
0.8507,4.6875,1,43,2,0,1,2,402.31
0.9931,4.7292,1,43,2,0,1,2,402.31
0.9931,4.7708,1,43,2,0,1,2,421.33
0.9931,4.8125,1,43,2,0,1,2,425.31
0.6181,4.8542,1,43,2,0,0,2,481.04
0.2708,4.8958,1,43,2,0,0,2,486.33
0.6181,4.9375,1,43,2,0,0,2,530.1
0.2708,4.9792,1,43,2,0,0,2,653.8
0.8507,5.0208,1,43,2,0,1,2,677.03
0.4236,5.0625,2,43,1,0,1,2,951.21
0.4236,5.1042,2,43,1,0,1,2,961.21
0.7292,5.1458,2,43,2,0,1,2,966.04
0.9931,5.1875,2,43,2,0,1,2,1111.11
0.2708,5.2292,2,43,2,0,1,2,1115.33
0.7674,5.2708,2,43,2,0,1,2,1115.33
0.8507,5.3125,2,43,2,0,1,2,1115.33
0.9757,5.3542,2,43,2,0,1,2,1115.33
0.6493,5.3958,2,43,2,0,1,2,1132.53
0.6181,5.4375,2,43,2,0,1,2,1133.04
0.7292,0.7917,0,48,0,0,0,5,80.53
0.6181,0.9375,0,48,2,0,0,5,220.1
0.7222,0.5938,1,48,2,0,1,5,350.03
0.3125,0.7535,1,48,2,0,0,5,388.49
0.3125,0.7604,1,48,2,0,0,5,398.32
0.8542,0.5556,1,48,2,0,1,5,398.32
0.2708,0.5104,1,48,2,0,0,5,402.31
0.2708,0.5729,1,48,2,0,0,5,405.8
0.8125,0.5729,1,48,2,0,1,5,405.8
0.6181,0.9722,1,48,2,0,0,5,421.32
0.4757,0.684,1,48,2,0,0,5,425.31
0.9931,0.5556,1,48,2,0,1,5,566.32
0.9931,0.816,2,48,2,0,1,5,1111.14
0.3438,0.5104,2,48,1,0,0,5,1258.42
0.6493,0.9271,2,48,1,0,0,5,1384.91
0.4757,0.7604,2,48,2,0,0,5,2224.32
0.7292,0.7917,0,53,0,0,0,3,80.53
0.9931,0.5938,1,53,2,0,1,3,350.03
0.3576,0.7535,1,53,2,0,0,3,367.49
0.2708,0.5556,1,53,2,0,0,3,398.32
0.8125,0.4306,1,53,2,0,1,3,398.32
0.3576,0.684,1,53,2,0,0,3,402.31
0.8125,0.5104,1,53,2,0,1,3,402.31
0.8542,0.4444,1,53,2,0,1,3,405.8
0.4757,0.9722,1,53,2,0,0,3,421.32
0.2708,0.5104,1,53,2,0,0,3,425.31
0.2708,0.5729,1,53,2,0,0,3,428.8
0.4236,0.5868,2,53,1,0,0,3,951.3
0.7292,0.9722,2,53,2,0,0,3,966.01
0.4236,0.8854,2,53,1,0,0,3,971.3
0.4236,0.7569,2,53,1,0,0,3,1001.3
0.3576,0.816,2,53,2,0,0,3,1111.14
0.2708,0.5556,2,53,2,0,0,3,1115.32
0.9931,0.4306,2,53,2,0,1,3,1115.32
0.3438,0.5104,2,53,1,0,0,3,1258.42
0.6493,0.9271,2,53,1,0,0,3,1384.91
0.2708,0.5556,2,53,2,0,0,3,2224.32
0.7292,0.7917,0,61,0,0,0,4,80.53
0.6181,0.9375,0,61,2,0,0,4,220.1
0.5243,0.8993,1,61,2,0,0,4,350.03
0.3854,0.7535,1,61,2,0,0,4,388.49
0.3854,0.7604,1,61,2,0,0,4,398.32
0.8542,0.5556,1,61,2,0,1,4,398.32
0.3125,0.684,1,61,2,0,0,4,402.31
0.9931,0.4444,1,61,2,0,1,4,405.8
0.2708,0.5556,1,61,2,0,0,4,421.32
0.3854,0.684,1,61,2,0,0,4,425.31
0.2708,0.5729,1,61,2,0,0,4,428.8
0.4236,0.5868,2,61,1,0,0,4,951.3
0.4236,0.7569,2,61,1,0,0,4,971.3
0.3854,0.7604,2,61,2,0,0,4,1115.32
0.9931,0.4306,2,61,2,0,1,4,1115.32
0.7292,0.7917,0,72,0,1,0,1,80.53
0.3542,0.8993,1,72,2,1,0,1,350.03
0.3542,0.7535,1,72,2,1,0,1,388.49
0.3125,0.7604,1,72,2,1,0,1,398.32
0.3542,0.684,1,72,2,1,0,1,402.31
0.3542,0.7604,1,72,2,1,0,1,421.32
0.4757,0.684,1,72,2,1,0,1,425.31
0.4757,0.7604,1,72,2,1,0,1,466.32
0.9931,0.4306,1,72,2,1,1,1,466.32
0.8542,0.4444,1,72,2,1,1,1,470.8
0.4757,0.7535,1,72,2,1,0,1,480.49
0.7292,0.7917,0,80,0,0,0,2,80.53
0.6181,0.9375,0,80,2,0,0,2,220.1
0.3507,0.7535,1,80,2,0,0,2,242.49
0.9931,0.5938,1,80,2,0,1,2,350.03
0.2708,0.5556,1,80,2,0,0,2,398.32
0.9931,0.4306,1,80,2,0,1,2,398.32
0.4583,0.684,1,80,2,0,0,2,402.31
0.9931,0.5104,1,80,2,0,1,2,402.31
0.8542,0.4444,1,80,2,0,1,2,405.8
0.6181,0.3264,1,80,2,0,1,2,416.01
0.9931,0.4306,1,80,2,0,1,2,421.32
0.2708,0.5104,1,80,2,0,0,2,425.31
0.2708,0.5729,1,80,2,0,0,2,428.8
0.4236,0.5868,2,80,1,0,0,2,951.3
0.7292,0.3264,2,80,2,0,1,2,966.01
0.4236,0.7569,2,80,1,0,0,2,971.3
0.9931,0.816,2,80,2,0,1,2,1111.14
0.2708,0.5556,2,80,2,0,0,2,1115.32
0.8542,0.4306,2,80,2,0,1,2,1115.32
0.6493,0.3264,2,80,2,0,1,2,1132.5
0.6181,0.3264,2,80,2,0,1,2,1133.01
0.3438,0.5104,2,80,1,0,0,2,1258.42
0.6493,0.9236,2,80,1,0,0,2,1384.91
0.2708,0.5556,2,80,2,0,0,2,2224.32
0.7292,0.7917,0,86,0,0,0,1,61.53
0.9931,0.5938,1,86,2,0,1,1,350.03
0.3542,0.7604,1,86,2,0,0,1,398.32
0.4757,0.684,1,86,2,0,0,1,402.31
0.7674,0.5104,1,86,2,0,1,1,402.31
0.8542,0.4444,1,86,2,0,1,1,405.8
0.2708,0.5556,1,86,2,0,0,1,421.32
0.4757,0.684,1,86,2,0,0,1,425.31
0.7292,0.7917,0,92,0,0,0,7,102.53
0.6181,0.9375,0,92,2,0,0,7,220.1
0.9931,0.5938,1,92,2,0,1,7,350.03
0.3438,0.7604,1,92,2,0,0,7,398.32
0.8056,0.4306,1,92,2,0,1,7,398.32
0.3438,0.6771,1,92,2,0,0,7,402.31
0.8542,0.5104,1,92,2,0,1,7,402.31
0.2708,0.5729,1,92,2,0,0,7,405.8
0.8681,0.4444,1,92,2,0,1,7,405.8
0.6181,0.9722,1,92,2,0,0,7,421.32
0.4757,0.684,1,92,2,0,0,7,425.31
0.8681,0.4306,1,92,2,0,1,7,463.32
0.8646,0.6979,0,98,0,1,1,6,79.42
0.5833,0.6979,0,98,2,1,1,6,82.72
0.8646,0.6979,0,98,1,1,1,6,94.42
0.3438,0.6979,0,98,2,1,1,6,113.72
0.7292,0.7917,0,98,0,1,0,6,151.53
0.7222,0.4271,1,98,2,1,1,6,213.11
0.9097,0.6979,1,98,2,1,1,6,240.75
0.9097,0.6979,1,98,2,1,1,6,365.75
0.3125,0.7604,1,98,2,1,0,6,398.32
0.8646,0.4306,1,98,2,1,1,6,398.32
0.4757,0.684,1,98,2,1,0,6,402.31
0.3125,0.7396,1,98,2,1,0,6,405.8
0.9931,0.4167,1,98,2,1,1,6,405.8
0.6736,0.3229,1,98,2,1,1,6,416.01
0.4757,0.7604,1,98,2,1,0,6,421.32
0.4757,0.684,1,98,2,1,0,6,425.31
0.2708,0.5729,1,98,2,1,0,6,428.8
0.4757,0.4306,1,98,2,1,1,6,579.35
0.9931,0.9028,1,98,2,1,1,6,627.03
0.8646,0.4375,1,98,2,1,1,6,755.1
0.3125,0.816,2,98,2,1,0,6,1111.14
0.7292,0.7917,0,109,0,0,0,3,61.53
0.6146,0.934,0,109,2,0,0,3,219.38
0.8715,0.5868,1,109,2,0,1,3,350.03
0.4306,0.7569,1,109,2,0,0,3,367.49
0.5035,0.7604,1,109,2,0,0,3,398.32
0.3472,0.684,1,109,2,0,0,3,402.31
0.2708,0.566,1,109,2,0,0,3,405.8
0.3472,0.8368,2,109,2,0,0,3,1111.14
0.7292,0.7917,0,117,0,0,0,4,61.53
0.4306,0.4479,0,117,1,0,1,4,129.42
0.7257,0.4479,0,117,1,0,1,4,149.42
0.7431,0.4479,0,117,2,0,1,4,175.72
0.6146,0.934,0,117,2,0,0,4,339.38
0.8924,0.4479,1,117,2,0,1,4,365.75
0.3472,0.7569,1,117,2,0,0,4,388.49
0.6146,0.9757,1,117,2,0,0,4,398.32
0.4306,0.684,1,117,2,0,0,4,402.31
0.6146,0.9549,1,117,2,0,0,4,405.8
0.8715,0.4167,1,117,2,0,1,4,405.8
0.5035,0.7604,1,117,2,0,0,4,421.32
0.4306,0.684,1,117,2,0,0,4,425.31
0.5035,0.9028,1,117,2,0,0,4,578.03
0.6146,0.4306,1,117,2,0,1,4,628.35
0.309,0.4479,0,125,1,1,0,5,129.42
0.2708,0.4479,0,125,1,1,0,5,149.42
0.9688,0.8021,0,125,2,1,1,5,298.01
0.7431,0.8021,0,125,1,1,1,5,311.83
0.6146,0.934,0,125,2,1,0,5,381.38
